ZIP_REG,TOTAL_VISITS,AVRG_SPENT_PER_VISIT,HAS_CREDIT_CARD,FAV_TYPE,SPEND_LAST_MONTH,SPEND_LAST_3MONTH,SPEND_LAST_6MONTH,SPENT_LAST_YEAR,PROMOS_ON_FILE,DAYS_ON_FILE,FREQ_DAYS,PRODUCT_CLASSES,COUPONS,STYLES,STORES,WEB,RESPONDED,RESPONSERATE,LTFREDAY,CLUSTYPE,RESP
5,10,200,0,4,1,0,1,0,5,300,150,10,5,50,4,0,2,20,40,23,0
5,10,200,1,6,1,0,1,0,20,750,150,5,5,50,8,0,4,40,40,10,1
5,20,200,1,4,0,0,1,1,30,750,150,20,10,100,4,0,6,60,40,38,0
5,10,200,0,6,0,0,1,0,10,300,150,5,5,50,4,0,2,20,80,23,0
5,10,200,0,5,0,0,1,0,20,450,150,15,5,50,4,0,2,20,80,35,0
5,10,200,0,2,0,0,1,0,15,450,150,10,5,50,4,0,2,40,80,22,0
6,10,200,0,6,1,0,1,0,10,750,300,5,5,50,4,0,2,20,80,11,0
6,10,200,0,6,0,0,0,0,20,600,300,10,5,50,4,0,2,20,120,4,0
6,20,200,1,6,1,1,1,1,35,750,150,15,5,50,12,1,6,60,40,1,0
6,10,400,0,4,1,0,1,0,5,150,150,5,5,50,4,0,2,20,80,11,0
6,10,200,0,1,0,0,0,0,10,300,300,5,5,50,4,0,2,20,80,1,0
6,10,200,0,12,1,1,1,0,5,150,150,5,5,50,4,0,2,20,40,5,0
6,10,200,1,3,1,1,1,1,30,600,150,20,5,50,8,0,8,80,40,1,0
6,10,200,0,4,1,0,1,0,25,600,150,10,5,50,4,0,4,40,80,5,0
6,10,200,0,4,0,0,1,0,15,300,150,10,5,50,4,0,2,20,80,1,0
6,10,200,0,6,0,0,1,0,10,300,150,10,5,50,4,0,2,20,40,5,0
6,10,200,0,5,0,0,1,0,10,300,150,10,5,50,4,0,2,20,40,6,0
6,10,200,0,6,0,0,0,1,15,600,300,5,5,50,4,0,2,20,120,1,0
6,10,400,0,14,0,0,0,0,15,450,450,10,5,50,4,0,2,20,320,4,0
6,10,200,1,5,0,0,0,1,25,600,600,5,5,50,4,0,2,20,280,10,0
6,20,200,1,6,1,0,1,1,25,600,150,20,5,100,8,0,8,80,40,1,0
6,10,200,0,4,0,0,0,0,10,300,300,5,5,50,4,0,2,20,240,7,0
6,10,200,1,6,1,0,1,0,10,750,150,10,5,50,8,0,2,20,80,10,0
6,10,200,0,8,1,1,1,1,10,450,150,15,5,50,4,0,2,60,80,1,0
6,10,200,0,1,0,0,1,0,10,450,300,5,5,50,4,0,2,20,160,1,0
6,10,200,1,6,0,0,1,0,20,750,750,5,5,50,4,0,2,20,200,10,0
6,10,200,0,6,1,1,1,0,5,150,150,5,5,50,4,0,2,20,40,1,0
6,10,200,0,14,0,0,0,0,15,300,150,10,5,50,4,0,2,20,80,3,0
6,10,200,0,4,0,0,0,0,5,300,300,5,5,50,4,0,2,20,160,1,0
6,10,200,0,3,0,0,1,0,15,600,600,5,5,50,4,0,2,20,160,4,0
6,10,200,0,9,0,0,1,0,15,750,300,10,5,50,4,0,2,20,120,10,0
6,10,200,0,7,0,0,0,0,10,300,300,5,5,50,4,0,2,20,160,4,0
6,10,200,0,9,0,0,1,0,15,600,300,5,5,50,4,0,2,20,120,1,0
6,30,200,1,4,1,1,1,0,35,750,150,25,5,100,8,0,6,60,40,5,0
6,10,200,0,4,1,1,1,0,20,300,150,5,5,50,4,0,2,20,160,1,0
6,10,200,0,5,0,0,0,0,25,450,450,5,5,50,4,0,2,20,360,28,0
6,10,200,1,6,0,0,0,0,10,300,150,5,5,50,4,0,2,20,40,5,0
6,10,200,0,8,0,0,1,0,10,150,150,5,5,50,4,0,2,20,80,1,0
6,10,200,1,9,1,0,1,0,5,450,150,10,5,50,4,0,2,20,120,10,0
6,10,200,0,6,0,0,0,1,25,450,150,5,5,50,4,0,2,20,120,4,0
6,20,200,1,1,1,1,1,1,30,750,150,15,10,50,4,0,6,60,40,1,1
6,10,200,0,2,0,0,1,0,25,600,300,10,5,50,4,0,2,20,80,2,0
6,10,200,0,1,0,0,1,0,10,150,150,5,5,50,4,0,2,20,120,15,0
6,10,200,1,5,0,0,1,1,25,600,150,10,5,50,4,0,4,40,40,1,0
6,10,400,0,4,1,0,1,1,25,750,150,20,5,100,4,0,4,40,40,1,0
6,10,200,1,9,0,0,0,1,20,450,450,5,5,50,4,0,2,20,120,10,0
6,10,200,1,9,1,0,1,0,10,450,150,10,5,50,4,0,2,20,40,15,0
6,10,400,1,4,1,1,1,0,5,150,150,10,5,50,4,0,2,20,40,15,0
6,10,200,0,7,0,0,0,0,20,450,150,5,5,50,4,0,2,20,120,15,0
6,10,400,0,7,0,0,0,0,20,300,300,5,5,50,4,0,2,20,320,1,0
6,10,200,0,7,1,0,1,0,5,150,150,10,5,50,8,0,2,20,40,11,0
6,70,200,1,4,1,1,1,1,30,600,150,30,10,250,8,0,10,120,40,3,1
6,10,200,0,6,0,0,1,0,10,300,150,10,5,50,4,0,2,20,80,1,0
6,10,200,0,3,0,0,1,0,10,600,300,5,5,50,4,0,2,20,120,1,0
6,10,400,1,4,1,0,1,1,20,750,300,15,5,50,4,0,4,40,40,2,0
6,10,800,0,4,0,0,1,0,5,150,150,10,5,50,4,0,2,20,120,10,0
6,10,200,0,5,0,0,1,0,20,750,300,10,5,50,8,0,4,40,80,4,0
6,10,200,0,10,0,0,0,0,20,600,300,10,5,50,4,0,2,20,80,1,0
6,10,200,0,5,0,0,1,0,20,750,300,10,5,50,4,0,2,20,120,1,0
6,10,200,0,3,1,0,1,1,25,750,150,10,5,50,4,0,4,40,40,1,0
6,10,200,0,1,0,0,0,1,15,600,600,5,5,50,4,0,2,20,120,1,0
6,10,200,0,4,0,0,1,0,20,750,450,5,5,50,4,0,2,20,160,1,0
6,10,200,0,7,1,0,1,0,15,600,150,10,5,50,8,0,2,40,40,4,1
6,10,200,1,4,1,1,1,0,15,300,150,15,5,50,4,0,4,120,40,1,0
6,10,200,0,9,0,0,0,1,20,750,750,5,5,50,4,0,2,20,240,5,0
6,20,200,1,7,1,1,1,0,10,600,150,15,10,100,4,0,2,120,40,5,1
6,10,200,1,3,1,0,1,1,20,450,150,10,5,50,4,0,2,60,80,1,0
6,10,200,0,5,0,0,1,0,20,300,150,10,5,50,4,0,2,20,160,1,0
6,10,200,0,14,0,0,0,0,10,300,150,5,5,50,4,0,2,20,120,4,0
6,10,200,0,7,0,0,0,0,15,300,300,5,5,50,4,0,2,20,320,4,0
6,10,200,0,8,0,0,0,0,10,750,450,10,5,50,4,0,2,20,200,14,0
6,10,400,1,5,0,0,0,1,20,450,300,10,5,50,4,0,2,20,80,1,1
6,20,200,1,2,0,0,1,0,25,750,150,15,5,50,4,0,6,60,40,1,1
6,30,200,1,4,1,0,1,1,25,750,150,25,15,100,8,0,10,100,40,1,0
6,10,200,1,9,0,0,1,0,10,150,150,5,5,50,4,0,2,20,80,12,0
6,10,200,0,1,0,0,1,0,10,300,150,5,5,50,4,0,2,20,80,1,0
6,10,200,0,2,1,0,1,0,20,750,150,10,5,50,8,0,2,40,80,1,0
6,10,200,0,4,1,0,1,0,25,450,150,10,5,50,8,0,2,20,40,15,0
6,20,200,0,10,1,1,1,0,15,750,150,15,5,50,4,0,2,20,40,1,0
6,10,200,1,3,1,1,1,0,20,450,150,10,5,50,4,0,2,20,80,1,0
6,10,200,1,5,1,0,1,1,25,750,150,10,5,50,4,0,4,40,40,1,0
6,10,200,0,9,0,0,0,0,10,300,300,5,5,50,4,0,2,20,280,12,0
6,10,200,0,14,0,0,0,0,10,300,300,5,5,50,4,0,2,20,120,10,0
6,10,200,0,2,1,0,1,0,5,300,150,10,5,50,4,0,2,20,40,3,0
6,10,200,0,9,1,0,1,1,20,750,300,10,5,50,8,0,4,40,120,11,0
6,10,200,0,9,1,0,1,0,10,750,150,10,5,50,8,0,2,120,40,20,1
6,10,200,0,2,1,0,1,0,5,150,150,5,5,50,4,0,2,20,40,1,0
6,10,200,0,5,1,1,1,0,20,750,450,10,5,50,4,0,2,20,80,1,0
6,10,200,0,1,0,0,0,0,10,450,450,5,5,50,4,0,2,20,160,1,0
6,10,200,1,9,0,0,0,0,20,450,450,5,5,50,4,0,2,20,360,1,0
6,10,200,1,8,1,1,1,0,25,600,150,15,5,50,4,0,4,40,40,4,1
6,10,600,0,5,0,0,0,1,15,450,450,5,5,50,4,0,2,20,360,4,0
6,10,200,0,5,0,0,1,0,20,300,150,5,5,50,4,0,2,40,80,4,0
6,10,200,0,3,0,0,0,0,10,450,450,5,5,50,4,0,2,20,120,17,0
3,10,200,0,14,1,0,1,0,5,750,300,10,5,50,4,0,2,20,120,10,0
6,10,200,1,14,1,0,1,0,30,750,150,10,5,50,4,0,6,60,80,15,0
6,20,200,0,2,1,0,1,1,30,750,150,15,5,100,12,0,8,80,40,1,1
6,30,200,1,4,1,1,1,1,25,750,150,20,5,50,8,0,8,80,40,5,1
6,10,200,0,1,1,0,1,0,5,450,150,5,5,50,4,0,2,20,80,10,0
6,10,200,0,6,0,0,0,0,15,450,450,5,5,50,4,0,2,20,240,4,0
6,10,400,0,10,1,0,1,0,20,750,150,10,5,50,4,0,2,20,80,1,0
6,10,200,1,8,1,0,1,0,15,750,450,5,5,50,4,0,2,40,80,1,0
6,50,200,1,4,1,1,1,1,30,750,150,30,15,200,16,0,10,100,40,15,1
6,10,200,0,13,0,0,0,0,5,450,300,5,5,50,4,0,2,20,160,10,0
6,10,200,1,5,1,1,1,1,20,750,300,10,5,50,4,0,4,40,80,4,0
6,10,200,0,13,0,0,0,1,25,450,300,5,5,50,4,0,2,20,160,4,0
6,10,200,1,6,0,0,0,0,15,750,450,5,5,50,4,0,2,20,80,10,1
6,10,200,0,2,0,0,1,1,20,450,300,5,5,50,4,0,2,40,40,1,1
6,10,200,0,12,0,0,1,0,10,150,150,5,5,50,4,0,2,20,120,17,0
6,10,200,1,14,1,0,1,0,5,150,150,5,5,50,4,0,2,20,40,1,0
6,10,200,0,9,1,0,1,0,20,450,150,10,5,50,4,0,4,60,80,15,0
6,10,200,1,4,0,0,1,1,20,450,300,10,5,50,4,0,2,20,120,4,0
6,10,200,0,3,0,0,1,1,20,600,150,10,5,50,4,0,4,60,80,1,0
6,10,200,0,10,1,0,1,0,10,150,150,5,5,50,4,0,2,20,40,1,0
6,10,200,0,2,1,0,1,0,15,750,150,10,5,50,8,0,2,40,80,1,0
6,10,200,0,14,0,0,1,0,20,750,300,5,5,50,4,0,4,40,80,1,0
6,10,200,1,9,1,0,1,1,25,750,150,10,5,50,4,0,6,60,40,4,0
6,20,200,1,7,1,1,1,0,25,750,150,20,5,50,4,0,8,80,40,1,1
6,10,200,1,4,1,1,1,0,20,750,300,15,5,50,8,0,2,20,80,10,0
6,10,200,0,5,1,1,1,0,10,300,150,10,5,50,8,0,4,120,40,1,0
6,20,200,0,8,1,0,1,0,15,600,150,10,5,50,8,0,4,60,40,1,1
6,10,200,0,9,0,0,0,0,10,750,450,5,5,50,4,0,2,20,80,5,0
6,10,200,0,5,0,0,0,0,20,450,150,5,5,50,8,0,2,20,120,8,0
6,10,200,0,5,0,0,0,1,10,450,150,10,5,50,4,0,2,20,80,4,0
6,10,200,0,4,1,1,1,1,25,600,150,10,5,50,4,0,6,60,40,1,0
6,30,200,1,4,1,1,1,1,25,750,150,20,10,50,4,0,10,120,40,10,0
6,10,200,0,5,0,0,1,0,20,750,150,10,5,50,8,0,4,40,80,1,1
6,10,200,0,4,0,0,0,1,20,450,150,5,5,50,4,0,2,20,40,1,0
6,10,200,0,6,0,0,0,0,20,450,450,5,5,50,4,0,2,20,80,10,0
6,10,200,1,4,0,0,1,0,10,150,150,15,5,50,4,0,2,20,40,8,0
6,10,200,0,5,0,0,0,1,15,450,300,5,5,50,4,0,2,20,160,12,0
6,10,200,0,10,0,0,0,0,10,300,300,5,5,50,4,0,2,20,240,12,0
6,10,200,0,5,0,0,1,1,15,450,150,10,5,50,4,0,2,20,80,1,0
6,10,200,0,6,1,0,1,0,20,450,150,5,5,50,4,0,2,20,80,1,0
6,10,200,0,6,0,0,0,0,20,600,300,5,5,50,4,0,2,20,80,1,0
6,10,400,0,5,0,0,0,0,20,450,450,5,5,50,4,0,2,20,360,1,0
6,10,200,0,3,0,0,0,0,20,600,300,10,5,50,4,0,2,20,80,10,0
6,10,200,1,3,1,0,1,0,20,600,150,20,5,50,4,0,4,40,80,3,0
6,10,200,0,4,1,1,1,0,15,450,150,10,5,50,4,0,2,40,80,1,0
6,10,200,0,9,1,0,1,0,25,600,150,10,5,50,4,0,4,40,40,1,1
6,10,200,0,14,0,0,0,0,25,750,450,5,5,50,4,0,2,20,200,1,0
6,10,200,0,2,1,1,1,0,5,600,150,15,5,50,4,0,2,20,80,4,0
6,10,200,1,6,0,0,1,0,20,750,450,10,5,50,4,0,2,20,40,5,0
6,10,200,0,5,0,0,0,0,5,300,150,5,5,50,4,0,2,20,80,12,0
6,10,200,0,7,0,0,0,1,10,450,300,5,5,50,4,0,2,20,200,8,0
6,50,200,1,6,1,0,1,1,35,750,150,30,10,200,8,0,8,80,40,1,0
6,10,200,0,8,0,0,0,0,5,450,450,5,5,50,4,0,2,20,120,28,0
6,10,200,0,3,0,0,0,1,10,450,450,5,5,50,4,0,2,20,160,1,0
6,10,200,0,4,1,1,1,1,20,600,150,15,5,50,8,0,6,60,40,10,0
6,10,200,0,4,0,0,0,1,20,450,150,5,5,50,4,0,2,20,120,5,0
6,20,200,1,4,1,1,1,1,30,600,150,10,5,50,8,0,4,60,40,1,0
6,10,200,0,1,0,0,0,0,25,450,450,5,5,50,4,0,2,20,240,11,0
6,10,200,0,3,0,0,0,0,25,750,300,10,5,50,4,0,2,20,80,1,0
6,10,200,0,4,1,0,1,0,20,600,150,10,5,50,4,0,4,40,80,5,0
6,10,200,1,6,1,0,1,0,15,750,150,20,5,50,4,0,2,40,40,5,0
6,10,200,0,2,0,0,0,0,25,600,300,5,5,50,4,0,2,20,80,6,0
6,10,200,0,8,1,0,1,0,15,750,150,10,5,50,8,0,2,20,40,1,1
6,10,200,0,4,1,0,1,0,10,300,150,10,5,50,4,0,2,20,80,1,0
6,10,200,0,6,0,0,0,0,10,300,300,5,5,50,4,0,2,20,80,8,0
6,10,200,1,6,0,0,0,1,25,750,150,10,5,50,4,0,4,40,40,1,0
6,10,200,0,12,0,0,1,0,10,300,150,10,5,50,4,0,2,20,80,5,0
6,10,200,0,11,1,0,1,0,5,450,150,10,5,50,4,0,2,20,80,1,0
6,10,200,0,1,0,0,0,0,25,450,450,5,5,50,4,0,2,20,160,15,0
6,20,200,0,5,0,0,1,0,25,750,150,10,5,50,4,0,2,20,40,1,1
6,10,200,0,4,0,0,0,0,15,450,300,5,5,50,4,0,2,20,120,1,0
6,10,200,0,5,0,0,0,0,25,300,300,5,5,50,4,0,2,20,280,1,0
6,10,200,0,2,0,0,0,0,10,300,300,5,5,50,4,0,2,20,120,4,0
6,10,200,1,4,1,1,1,0,25,750,150,20,5,50,4,0,8,80,40,1,1
6,20,200,0,10,1,1,1,1,25,600,150,20,5,100,4,0,6,60,40,10,0
6,10,200,0,4,0,0,0,0,25,450,150,5,5,50,8,0,2,20,40,1,0
6,10,200,0,5,0,0,1,0,20,600,600,5,5,50,4,0,2,20,200,9,0
6,10,200,0,3,0,0,0,0,20,600,300,5,5,50,4,0,2,20,120,8,0
6,10,200,0,5,1,0,1,0,10,300,150,10,5,50,4,0,2,60,80,15,0
6,10,400,0,5,0,0,1,0,20,450,300,10,5,50,4,0,2,20,120,3,0
6,30,200,0,4,1,0,1,1,25,750,150,20,5,100,8,0,6,60,40,1,1
6,20,200,0,6,1,0,1,1,25,750,150,20,5,50,4,0,6,60,40,1,0
6,10,200,0,8,0,0,1,0,10,150,150,5,5,50,4,0,2,20,80,4,0
6,10,400,1,3,0,0,0,0,25,600,600,10,5,50,4,0,2,20,200,4,0
6,10,200,1,4,1,1,1,0,30,750,150,15,5,50,8,0,4,40,40,1,0
6,10,200,0,1,0,0,0,0,10,300,300,5,5,50,4,0,2,20,280,8,0
6,10,200,1,6,0,0,1,0,20,600,150,10,5,50,4,0,2,20,120,1,0
6,10,200,0,8,0,0,1,0,10,300,150,5,5,50,4,0,2,20,80,10,0
6,10,200,0,6,1,1,1,0,5,150,150,5,5,50,4,0,2,20,40,10,0
6,10,200,0,4,0,0,0,0,5,300,150,5,5,50,4,0,2,20,120,1,0
6,10,200,0,1,0,0,1,1,10,450,150,5,5,50,4,0,2,20,40,5,1
6,20,200,0,5,1,0,1,1,25,600,150,10,5,50,8,0,6,60,40,15,0
6,10,200,0,5,0,0,1,0,20,300,150,10,5,50,4,0,2,40,80,21,0
6,10,200,0,4,0,0,0,0,15,750,150,10,5,50,8,0,2,20,80,1,0
6,10,200,0,3,1,1,1,0,5,750,450,5,5,50,4,0,2,20,120,15,0
6,10,200,0,8,0,0,1,0,25,750,150,10,5,50,4,0,2,20,80,1,1
6,20,200,1,14,1,0,1,0,25,600,150,15,5,50,4,0,6,80,40,4,0
6,20,200,1,3,0,0,1,1,30,600,150,15,5,100,4,0,6,60,40,1,1
6,10,200,0,14,0,0,0,0,15,300,300,5,5,50,4,0,2,20,160,10,0
6,10,200,0,4,0,0,0,0,25,750,750,5,5,50,4,0,2,20,200,1,0
6,10,200,0,6,0,0,0,1,15,450,300,5,5,50,4,0,2,20,120,10,0
6,20,200,1,2,1,0,1,1,25,750,150,20,5,50,8,0,6,60,40,5,1
6,10,200,0,5,1,0,1,0,15,750,450,5,5,50,4,0,2,120,80,1,0
6,10,200,1,5,1,0,1,0,35,750,150,20,10,100,8,0,8,80,40,10,0
6,10,200,0,9,1,0,1,1,20,600,300,10,5,50,4,0,4,60,80,10,0
6,10,200,0,14,1,1,1,1,20,600,150,10,5,50,8,0,4,40,40,10,1
6,10,400,1,10,0,0,0,0,20,750,450,10,5,50,4,0,2,20,80,14,0
6,10,400,0,3,0,0,0,0,10,300,300,10,5,50,4,0,2,20,240,4,0
6,10,200,0,5,0,0,0,0,10,750,750,5,5,50,4,0,2,20,360,10,0
6,10,200,0,1,0,0,0,1,15,450,450,5,5,50,4,0,2,20,200,1,0
6,20,200,0,4,1,0,1,1,25,750,150,15,5,50,8,0,6,60,40,1,1
6,10,200,0,2,0,0,0,1,10,450,450,5,5,50,4,0,2,20,320,4,0
6,10,200,1,8,1,0,1,0,25,450,150,10,5,50,8,0,4,40,40,1,1
6,10,200,1,4,1,0,1,0,10,450,150,10,5,50,8,0,2,20,40,21,0
6,10,400,1,5,0,0,1,0,10,150,150,10,5,50,4,0,2,20,40,23,1
6,10,200,0,4,0,0,0,0,15,450,300,5,5,50,4,0,2,20,80,15,0
9,10,400,1,9,1,1,1,0,10,750,450,10,5,50,4,0,2,20,40,1,1
6,20,200,1,4,1,1,1,1,30,750,150,20,10,100,4,0,12,120,40,1,1
6,10,200,0,5,0,0,0,0,20,600,300,10,5,50,4,0,2,20,200,12,0
6,10,200,1,8,0,0,1,0,10,150,150,5,5,50,4,0,2,20,160,11,0
6,10,200,0,10,0,0,0,0,20,600,300,5,5,50,4,0,2,20,160,1,0
6,10,200,0,1,0,0,0,0,10,300,300,5,5,50,4,0,2,20,240,4,0
6,10,200,1,5,0,0,1,0,25,600,150,15,5,50,8,0,2,20,40,11,0
6,20,200,1,6,1,1,1,0,25,750,150,10,5,50,8,0,8,80,40,1,1
6,10,600,1,10,1,1,1,0,25,300,150,20,5,50,4,1,4,40,40,10,1
6,10,200,0,2,1,0,1,1,25,600,150,10,5,50,4,0,6,60,80,1,0
6,10,200,0,4,0,0,1,0,15,600,300,5,5,50,4,0,2,20,160,1,0
6,10,200,1,14,1,1,1,0,5,150,150,5,5,50,4,0,2,20,40,8,0
6,10,400,0,9,0,0,0,0,15,450,450,10,5,50,4,0,2,20,120,1,1
6,10,200,0,6,0,0,0,0,15,300,300,5,5,50,4,0,2,20,280,16,0
6,10,200,0,1,0,0,1,0,10,150,150,5,5,50,4,0,2,20,80,10,0
6,10,200,0,4,0,0,1,1,10,600,150,10,5,50,4,0,4,80,80,8,0
6,10,200,0,6,0,0,0,0,20,450,450,5,5,50,4,0,2,20,200,1,0
6,10,200,1,1,0,0,1,0,25,600,600,5,5,50,4,0,2,20,120,14,0
6,10,200,0,4,0,0,1,0,20,450,150,15,5,50,4,0,4,60,40,8,0
6,30,200,1,6,1,1,1,1,30,750,150,20,10,100,12,1,8,80,40,10,0
6,10,200,0,4,0,0,0,0,10,450,450,5,5,50,4,0,2,20,240,1,0
6,10,200,0,7,1,0,1,0,20,300,150,10,5,50,4,0,2,20,80,4,0
6,20,200,0,1,1,0,1,0,10,750,150,10,5,50,4,0,2,20,40,1,0
6,10,200,0,5,0,0,0,0,10,300,150,5,5,50,4,1,2,20,40,5,1
6,10,200,0,5,0,0,0,1,20,450,450,10,5,50,4,0,2,20,200,2,0
6,10,200,1,4,0,0,0,0,10,600,300,5,5,50,4,0,2,20,80,12,1
6,10,200,0,8,0,0,1,0,15,300,300,5,5,50,4,0,2,20,200,12,0
6,10,200,0,3,0,0,0,0,10,450,450,5,5,50,4,0,2,20,320,1,0
6,10,200,0,12,1,0,1,0,10,600,300,5,5,50,4,0,2,20,160,1,0
6,10,200,1,6,1,0,1,1,25,600,150,10,5,50,8,0,4,40,40,1,0
1,10,200,1,4,1,1,1,1,15,750,150,25,5,50,8,1,2,20,40,23,0
6,10,200,0,1,0,0,0,0,5,300,300,5,5,50,4,0,2,20,280,1,0
6,60,200,1,4,1,1,1,1,30,750,150,40,10,250,20,1,12,120,40,3,1
6,10,200,0,13,1,0,1,0,10,150,150,5,5,50,4,0,2,20,80,17,0
6,10,200,0,3,0,0,1,0,25,750,300,10,5,50,4,0,4,40,40,1,1
6,10,200,0,12,1,0,1,0,20,750,300,10,5,50,4,0,4,40,80,1,1
6,10,200,1,3,1,0,1,0,5,150,150,5,5,50,4,0,2,20,80,3,0
6,10,200,1,2,0,0,1,0,5,750,450,5,5,50,4,0,2,20,80,1,0
6,10,400,0,4,0,0,0,0,25,600,300,10,5,50,4,0,2,20,120,4,0
6,20,200,0,7,1,1,1,0,30,750,150,20,5,50,4,0,6,60,40,1,0
6,20,200,1,5,1,1,1,0,25,600,150,20,5,50,8,0,6,60,40,3,1
6,10,200,0,1,0,0,1,0,15,750,300,10,5,50,4,0,2,20,120,1,0
6,10,200,0,7,0,0,0,0,20,450,150,10,5,50,4,0,2,20,40,1,0
6,10,200,0,7,0,0,0,0,10,750,750,5,5,50,4,0,2,20,160,8,1
6,10,200,0,9,1,0,1,1,25,750,300,15,5,50,4,0,2,20,80,10,0
6,20,200,1,3,1,1,1,0,10,750,150,20,5,100,4,0,2,40,40,1,0
6,10,400,0,1,0,0,0,0,15,300,300,5,5,50,4,0,2,20,320,1,0
6,10,200,0,1,0,0,0,0,20,300,150,5,5,50,4,0,2,20,80,1,0
6,10,200,0,4,1,1,1,0,20,600,150,15,5,50,4,0,4,60,40,1,1
6,10,200,0,4,1,1,1,0,10,450,150,10,5,50,4,0,2,60,80,1,0
6,10,200,0,4,0,0,0,0,20,300,300,5,5,50,4,0,2,20,320,5,0
6,10,200,0,8,1,0,1,0,5,300,150,10,5,50,4,0,2,20,80,1,0
6,10,200,0,6,0,0,1,0,10,600,600,5,5,50,4,0,2,20,160,4,0
6,10,200,0,14,1,0,1,0,25,750,150,15,5,50,4,0,6,60,40,1,1
6,10,200,0,3,1,0,1,0,15,600,300,5,5,50,4,0,2,20,80,1,0
6,10,200,0,3,0,0,0,1,20,450,300,5,5,50,4,0,2,20,200,10,0
6,20,200,1,8,1,1,1,0,20,750,150,30,5,100,12,0,6,60,40,1,1
6,10,400,0,4,0,0,0,0,25,450,450,5,5,50,4,0,2,20,360,1,0
6,10,200,0,3,1,0,1,0,5,750,150,10,5,50,4,0,2,20,80,12,0
6,10,200,0,6,0,0,0,0,10,300,300,5,5,50,4,0,2,20,120,10,0
6,20,200,1,7,1,0,1,0,25,750,150,15,10,50,8,0,6,60,40,4,0
6,10,200,1,14,0,0,0,0,10,300,300,5,5,50,4,0,2,20,40,13,0
2,10,200,0,4,0,0,1,0,10,300,150,10,5,50,8,0,2,60,80,37,0
6,10,200,0,9,1,1,1,0,10,750,450,5,5,50,4,0,2,20,160,1,0
6,10,200,0,4,0,0,0,0,20,750,450,10,5,50,4,0,2,20,80,6,0
6,10,400,1,5,0,0,0,0,25,750,450,10,5,50,4,0,2,20,40,1,0
6,10,200,0,4,0,0,0,1,15,450,450,5,5,50,4,0,2,20,360,3,0
6,10,200,0,8,1,0,1,0,5,300,150,5,5,50,8,0,2,20,40,49,0
6,10,200,0,7,0,0,0,0,20,600,300,5,5,50,4,0,2,20,80,1,1
6,10,200,0,9,1,1,1,0,10,150,150,5,5,50,4,0,2,120,80,12,0
6,10,200,0,2,0,0,1,0,5,300,150,5,5,50,4,0,2,20,80,1,0
6,10,200,1,2,1,0,1,0,15,300,150,10,5,50,4,0,2,40,40,13,0
6,10,400,0,9,0,0,1,0,20,450,450,5,5,50,4,0,2,20,160,1,0
6,10,200,1,5,1,0,1,1,15,600,150,15,5,50,4,0,2,60,40,4,0
6,20,200,0,8,1,0,1,1,25,600,150,10,5,50,8,0,4,40,40,12,0
6,20,200,1,4,1,1,1,0,5,150,150,20,5,100,8,0,2,20,40,1,1
6,40,200,1,4,1,1,1,1,25,450,150,25,10,150,8,0,10,100,40,1,1
6,10,200,1,3,1,1,1,0,25,750,150,20,5,50,4,0,6,60,40,4,0
6,10,200,0,4,0,0,0,0,10,300,300,5,5,50,4,0,2,20,280,1,0
6,10,200,0,7,1,0,1,0,25,600,300,10,5,50,4,0,4,40,80,1,0
6,20,200,0,3,1,1,1,1,25,750,150,20,5,100,8,0,8,80,40,1,1
6,10,200,1,3,0,0,1,0,10,750,750,5,5,50,4,0,2,20,80,1,0
6,10,200,0,14,0,0,0,0,10,450,150,5,5,50,4,0,2,20,120,4,0
6,10,200,1,7,0,0,1,0,25,750,450,10,5,50,4,0,4,40,120,4,0
6,10,200,0,3,1,0,1,0,15,600,600,5,5,50,4,0,2,20,120,1,0
6,10,400,1,4,0,0,1,0,30,600,300,15,5,50,4,0,4,40,80,4,0
6,10,200,0,1,0,0,0,0,10,450,450,5,5,50,4,0,2,20,360,10,0
6,10,200,1,5,0,0,0,1,25,750,450,5,5,50,4,0,4,40,40,12,0
6,20,200,0,4,1,1,1,1,25,600,150,20,5,100,4,0,6,60,40,1,0
6,10,200,1,4,0,0,1,1,30,450,150,15,5,50,4,0,4,40,40,4,0
6,10,200,0,11,0,0,0,1,10,450,150,5,5,50,4,0,2,20,80,4,0
6,10,200,1,6,0,0,0,0,25,750,300,10,5,50,4,0,4,40,160,4,0
6,10,200,0,9,1,0,1,0,10,300,150,10,5,50,8,0,2,20,40,1,0
6,10,200,1,11,1,0,1,0,10,600,300,5,5,50,4,0,2,20,120,8,0
6,10,200,0,8,1,0,1,0,10,300,150,5,5,50,4,0,2,20,40,1,0
6,10,200,0,2,0,0,0,0,20,600,600,5,5,50,4,0,2,20,280,10,0
6,10,200,1,8,1,1,1,0,5,150,150,10,5,50,4,0,2,20,40,1,1
6,10,200,0,9,1,0,1,0,20,750,450,5,5,50,4,0,2,20,120,1,0
6,10,200,0,5,0,0,0,0,20,750,450,5,5,50,4,0,2,20,120,1,0
6,20,200,1,3,1,1,1,1,20,450,150,15,5,50,4,0,4,40,40,11,1
6,10,200,1,4,0,0,1,1,30,750,150,15,10,50,8,0,8,80,40,8,1
6,10,200,1,9,1,1,1,0,25,600,150,15,5,50,4,0,4,40,40,15,0
6,10,200,0,5,0,0,1,0,20,300,150,5,5,50,8,0,2,20,80,1,0
